respondent_id,year,age,province,income,savings_pct,benefits_preference,paycheque_delay_difficulty,debt_overwhelmed,emergency_fund_likelihood,financial_wellness_cluster
2017-0279,2017,41,Saskatchewan,31200,13.7,Health benefits,Somewhat manageable,No,Very manageable,Comfortable
2017-0280,2017,35,Ontario,85200,17.2,Better retirement funding,Manageable,No,Somewhat manageable,Comfortable
2017-0281,2017,18,Ontario,34200,10.1,Work-life balance,Manageable,No,Neither,Stressed
2017-0282,2017,38,British Columbia,54600,10,Work-life balance,Neither,No,Difficult,Stressed
2017-0283,2017,21,British Columbia,54600,17.8,Work-life balance,Somewhat difficult,Yes,Very difficult,Stressed
2017-0284,2017,52,Alberta,121500,4.7,Better retirement funding,Neither,Yes,Very difficult,Stressed
2017-0285,2017,58,Ontario,68400,19.4,Work-life balance,Manageable,Yes,Manageable,Coping
2017-0286,2017,30,Alberta,56500,21,Work-life balance,Very manageable,Yes,Manageable,Coping
2017-0287,2017,44,Alberta,136300,11.5,Work-life balance,Neither,No,Somewhat manageable,Stressed
2017-0288,2017,31,Ontario,39200,8.2,Work-life balance,Neither,No,Somewhat difficult,Coping
2017-0289,2017,32,Saskatchewan,99100,22.4,Work-life balance,Neither,No,Neither,Coping
2017-0290,2017,49,Ontario,84000,14.1,Work-life balance,Somewhat difficult,No,Somewhat manageable,Stressed
2017-0291,2017,40,Ontario,101400,26.2,More time off,Manageable,No,Manageable,Comfortable
2017-0292,2017,61,Ontario,149400,9,Health benefits,Somewhat manageable,Yes,Difficult,Stressed
2017-0293,2017,34,New Brunswick,98200,23.6,Health benefits,Manageable,No,Very manageable,Comfortable
2017-0294,2017,52,British Columbia,130300,7.6,Work-life balance,Somewhat difficult,No,Difficult,Stressed
2017-0295,2017,41,Ontario,52000,26.5,More time off,Manageable,No,Somewhat difficult,Comfortable
2017-0296,2017,50,New Brunswick,133400,22.2,Better retirement funding,Manageable,No,Very manageable,Comfortable
2017-0297,2017,35,Ontario,51900,16.1,Educational funding,Manageable,No,Somewhat manageable,Comfortable
2017-0298,2017,39,Quebec,91300,14.7,Work-life balance,Neither,No,Somewhat manageable,Comfortable
2017-0299,2017,39,Yukon,91200,16.7,Work-life balance,Very manageable,No,Manageable,Comfortable
2017-0300,2017,30,Alberta,84600,15.3,NA,Neither,Yes,Very manageable,Coping
2017-0301,2017,48,Manitoba,107100,21.8,Higher wages,Manageable,No,Somewhat difficult,Comfortable
2017-0302,2017,48,Alberta,71700,9.1,Work-life balance,Difficult,No,Somewhat manageable,Stressed
2017-0303,2017,47,British Columbia,55000,17,Work-life balance,Somewhat manageable,No,Neither,Coping
2017-0304,2017,58,British Columbia,138200,10.2,Better retirement funding,Somewhat manageable,No,Difficult,Coping
2017-0305,2017,57,Alberta,116100,30,Better retirement funding,Very manageable,No,Somewhat manageable,Comfortable
2017-0306,2017,36,Ontario,113500,12.4,NA,Difficult,No,Neither,Coping
2017-0307,2017,44,Ontario,89700,11.4,Better retirement funding,Very manageable,No,Somewhat difficult,Coping
2017-0308,2017,33,Quebec,32300,16.9,More time off,Somewhat manageable,No,Neither,Coping
2017-0309,2017,40,Alberta,114000,0,Work-life balance,Difficult,No,Neither,Stressed
2017-0310,2017,33,Alberta,63400,4,Work-life balance,Difficult,Yes,Neither,Stressed
2017-0311,2017,59,Manitoba,123800,19.9,Better retirement funding,Neither,Yes,Somewhat manageable,Coping
2017-0312,2017,44,Alberta,71600,3.6,Work-life balance,Manageable,No,Manageable,Coping
2017-0313,2017,37,British Columbia,129800,13.6,Educational funding,Difficult,No,Somewhat difficult,Stressed
2017-0314,2017,54,Yukon,79700,23.1,Work-life balance,Neither,No,Neither,Coping
2017-0315,2017,18,British Columbia,41900,11.8,Educational funding,Somewhat manageable,No,Neither,Coping
2017-0316,2017,18,British Columbia,55200,15.8,Work-life balance,Manageable,No,Neither,Coping
2017-0317,2017,50,Ontario,67200,20.7,Work-life balance,Somewhat manageable,No,Difficult,Coping
2017-0318,2017,41,Ontario,96400,11.2,Educational funding,Manageable,Yes,Somewhat difficult,Coping
2017-0319,2017,43,Ontario,137900,12.3,Health benefits,Difficult,Yes,Difficult,Stressed
2017-0320,2017,24,Manitoba,46300,17.3,Work-life balance,Very manageable,No,Somewhat manageable,Comfortable
2017-0321,2017,40,Ontario,96900,18.7,Better retirement funding,Somewhat manageable,No,Very manageable,Comfortable
2017-0322,2017,64,Alberta,38500,9.2,Better retirement funding,Somewhat difficult,Yes,Somewhat manageable,Coping
2017-0323,2017,50,New Brunswick,98800,16.1,Health benefits,Very manageable,Yes,Neither,Coping
2017-0324,2017,42,Ontario,78600,20.9,Work-life balance,Somewhat difficult,Yes,Neither,Coping
2017-0325,2017,35,Quebec,52900,20.7,More time off,Neither,No,Manageable,Comfortable
2017-0326,2017,35,Manitoba,109900,6.4,Health benefits,Somewhat manageable,Yes,Neither,Coping
2017-0327,2017,18,Ontario,42200,14.4,NA,Manageable,No,Somewhat manageable,Comfortable
2017-0328,2017,43,Alberta,84200,16.4,Higher wages,Somewhat difficult,No,Somewhat manageable,Coping
2017-0329,2017,50,Alberta,88700,25.1,Health benefits,Somewhat manageable,No,Difficult,Coping
2017-0330,2017,21,Alberta,30000,10,Health benefits,Neither,No,Somewhat difficult,Stressed
2017-0331,2017,32,Ontario,39000,11.7,Health benefits,Manageable,No,Neither,Coping
2017-0332,2017,26,British Columbia,92800,11.8,Health benefits,Difficult,No,Somewhat manageable,Stressed
2017-0333,2017,28,Ontario,30000,12.6,Work-life balance,Somewhat manageable,No,Very manageable,Coping
2017-0334,2017,41,Alberta,63500,19.4,Better retirement funding,Very manageable,No,Manageable,Comfortable
2017-0335,2017,18,Other,40000,3.2,Work-life balance,Difficult,No,Somewhat difficult,Stressed
2017-0336,2017,47,Ontario,147800,22.5,Educational funding,Somewhat difficult,No,Somewhat difficult,Coping
2017-0337,2017,49,Alberta,121600,0,Health benefits,Very difficult,No,Neither,Stressed
2017-0338,2017,37,Alberta,63800,18.8,Educational funding,Somewhat manageable,No,Manageable,Coping
2017-0339,2017,18,Alberta,91100,5.7,More time off,Difficult,No,Manageable,Stressed
2017-0340,2017,28,Ontario,44800,19.1,Work-life balance,Very manageable,Yes,Very manageable,Comfortable
2017-0341,2017,55,British Columbia,137800,16.5,Educational funding,Manageable,No,Difficult,Stressed
2017-0342,2017,18,Ontario,30000,17,Educational funding,Somewhat manageable,No,Manageable,Comfortable
2017-0343,2017,36,New Brunswick,111200,17.2,Educational funding,Manageable,No,Very manageable,Comfortable
2017-0344,2017,26,Ontario,51800,13.2,Work-life balance,Somewhat difficult,Yes,Somewhat manageable,Coping
2017-0345,2017,50,Ontario,69100,24.9,Better retirement funding,Difficult,No,Manageable,Comfortable
2017-0346,2017,32,Ontario,66500,18.9,Work-life balance,Very manageable,No,Somewhat manageable,Comfortable
2017-0347,2017,45,Yukon,100800,11,Health benefits,Manageable,Yes,Manageable,Comfortable
2017-0348,2017,47,Alberta,80700,3.7,Educational funding,Somewhat manageable,No,Difficult,Stressed
2017-0349,2017,62,Ontario,134600,21.7,More time off,Somewhat manageable,No,Difficult,Coping
2017-0350,2017,38,Alberta,64500,8.4,Higher wages,Difficult,No,Somewhat manageable,Stressed
2017-0351,2017,45,Ontario,111100,16.7,Better retirement funding,Neither,Yes,Very manageable,Coping
2017-0352,2017,22,Quebec,71300,6.7,NA,Difficult,No,Somewhat manageable,Stressed
2017-0353,2017,54,Ontario,104200,10,Better retirement funding,Manageable,No,Neither,Coping
2017-0354,2017,31,Ontario,58300,24.1,Health benefits,Somewhat manageable,Yes,Difficult,Coping
2017-0355,2017,33,British Columbia,79000,12.9,Health benefits,Neither,Yes,Somewhat difficult,Coping
2017-0356,2017,40,New Brunswick,101500,11.3,Higher wages,Somewhat manageable,Yes,Manageable,Coping
2017-0357,2017,21,Manitoba,118400,29.7,Work-life balance,Very manageable,No,Manageable,Comfortable
2017-0358,2017,43,Ontario,117700,16.9,Better retirement funding,Very manageable,No,Very manageable,Comfortable
2017-0359,2017,52,Nova Scotia,132300,10.4,Work-life balance,Difficult,No,Neither,Coping
2017-0360,2017,44,British Columbia,183700,14.1,More time off,Very difficult,Yes,Neither,Coping
2017-0361,2017,21,British Columbia,72000,22,NA,Neither,No,Manageable,Comfortable
2017-0362,2017,39,British Columbia,98000,9.3,Work-life balance,Somewhat difficult,Yes,Difficult,Stressed
2017-0363,2017,49,Manitoba,119600,18.5,Work-life balance,Somewhat difficult,No,Very manageable,Stressed
2017-0364,2017,18,Alberta,30000,9.7,More time off,Difficult,No,Neither,Stressed
2017-0365,2017,27,Quebec,52200,0,Health benefits,Neither,No,Very difficult,Coping
2017-0366,2017,51,Ontario,86300,16,Health benefits,Neither,No,Very difficult,Coping
2017-0367,2017,43,Alberta,108900,22.3,Work-life balance,Neither,No,Very manageable,Comfortable
2017-0368,2017,45,Ontario,87300,14.3,Higher wages,Very manageable,Yes,Somewhat manageable,Coping
2017-0369,2017,62,Ontario,122100,15.5,More time off,Somewhat manageable,Yes,Somewhat manageable,Coping
2017-0370,2017,46,British Columbia,126600,21.8,Better retirement funding,Manageable,No,Manageable,Comfortable
2017-0371,2017,48,Alberta,122900,21.6,Work-life balance,Manageable,Yes,Somewhat manageable,Comfortable
2017-0372,2017,65,Alberta,117600,11.1,Better retirement funding,Difficult,No,Somewhat manageable,Stressed
2017-0373,2017,37,Alberta,60400,10.7,NA,Manageable,Yes,Very manageable,Coping
2017-0374,2017,30,Ontario,104100,8.3,Educational funding,Somewhat manageable,No,Somewhat difficult,Coping
2017-0375,2017,45,Yukon,115700,23.1,Educational funding,Somewhat difficult,No,Somewhat manageable,Stressed
2017-0376,2017,45,Alberta,44300,4.4,Work-life balance,Somewhat manageable,No,Somewhat difficult,Stressed
2017-0377,2017,34,Ontario,66600,22.7,Work-life balance,Very manageable,No,Neither,Comfortable
2017-0378,2017,28,Alberta,72000,5,Work-life balance,Manageable,Yes,Neither,Coping
2017-0379,2017,65,Ontario,145900,14.7,NA,Somewhat difficult,Yes,Manageable,Coping
2017-0380,2017,44,Ontario,118300,8.4,Health benefits,Somewhat difficult,No,Very difficult,Coping
2017-0381,2017,31,Manitoba,80000,11.3,Work-life balance,Somewhat manageable,No,Neither,Coping
2017-0382,2017,51,Alberta,119100,29.3,Educational funding,Manageable,No,Manageable,Comfortable
2017-0383,2017,39,Ontario,85400,25.3,More time off,Very manageable,No,Somewhat difficult,Comfortable
2017-0384,2017,37,Yukon,60300,17.4,Higher wages,Manageable,No,Manageable,Coping
2017-0385,2017,47,British Columbia,87700,3.4,Better retirement funding,Neither,Yes,Very manageable,Coping
2017-0386,2017,24,Alberta,61600,30,More time off,Somewhat manageable,No,Somewhat difficult,Comfortable
2017-0387,2017,44,Alberta,90000,6.8,Work-life balance,Neither,No,Somewhat difficult,Coping
2017-0388,2017,63,Ontario,62900,30,Better retirement funding,Somewhat manageable,No,Very manageable,Comfortable
2017-0389,2017,46,Ontario,82100,13.1,Work-life balance,Neither,No,Difficult,Stressed
2017-0390,2017,35,Ontario,79200,26,More time off,Very manageable,No,Difficult,Comfortable
2017-0391,2017,34,Ontario,67600,8.9,Educational funding,Neither,No,Very manageable,Coping
2017-0392,2017,35,Quebec,70100,8.8,More time off,Neither,No,Manageable,Stressed
2017-0393,2017,37,Ontario,95100,11.2,Educational funding,Somewhat manageable,Yes,Somewhat manageable,Coping
2017-0394,2017,35,British Columbia,45100,14.2,Better retirement funding,Somewhat manageable,No,Neither,Coping
2017-0395,2017,51,Ontario,52700,6.8,More time off,Difficult,No,Manageable,Stressed
2017-0396,2017,19,British Columbia,43100,1.8,Better retirement funding,Somewhat manageable,No,Somewhat manageable,Coping
2017-0397,2017,50,British Columbia,122900,29.9,Better retirement funding,Very manageable,Yes,Manageable,Comfortable
2017-0398,2017,35,Quebec,128100,7.6,Work-life balance,Difficult,No,Somewhat manageable,Stressed
2017-0399,2017,45,Ontario,116000,11.1,Better retirement funding,Somewhat manageable,No,Somewhat manageable,Coping
2017-0400,2017,26,Saskatchewan,30000,10.6,Work-life balance,Manageable,Yes,Neither,Coping
2017-0401,2017,56,New Brunswick,102000,16.2,Work-life balance,Somewhat difficult,Yes,Neither,Coping
2017-0402,2017,55,Ontario,115200,15.7,Better retirement funding,Very manageable,No,Somewhat manageable,Comfortable
2017-0403,2017,52,Ontario,108300,6.2,Health benefits,Very manageable,No,Somewhat manageable,Comfortable
2017-0404,2017,22,Alberta,74200,10,Better retirement funding,Somewhat manageable,No,Somewhat difficult,Stressed
2017-0405,2017,50,British Columbia,72500,25.6,Higher wages,Manageable,No,Somewhat manageable,Comfortable
2017-0406,2017,45,Ontario,94400,20.6,Better retirement funding,Manageable,No,Very manageable,Comfortable
2017-0407,2017,21,Alberta,69100,2.3,NA,Very manageable,No,Somewhat difficult,Stressed
2017-0408,2017,40,Quebec,109800,22.6,Educational funding,Manageable,No,Very difficult,Comfortable
2017-0409,2017,44,Alberta,66800,0.7,Work-life balance,Difficult,No,Difficult,Stressed
2017-0410,2017,47,British Columbia,85100,14.8,Educational funding,Somewhat difficult,No,Neither,Comfortable
2017-0411,2017,42,Ontario,30000,9.5,Educational funding,Manageable,No,Manageable,Coping
2017-0412,2017,43,Alberta,70900,19.1,Higher wages,Neither,No,Neither,Coping
2017-0413,2017,58,Quebec,96300,6.2,Higher wages,Difficult,No,Difficult,Stressed
2017-0414,2017,55,Ontario,76900,18.9,NA,Manageable,No,Very manageable,Comfortable
2017-0415,2017,18,Alberta,57000,17.8,Better retirement funding,Neither,No,Very difficult,Stressed
2017-0416,2017,36,Ontario,77300,9.8,Better retirement funding,Somewhat difficult,No,Difficult,Stressed
2017-0417,2017,38,Ontario,30000,9.7,Health benefits,Somewhat manageable,No,Somewhat manageable,Stressed
2017-0418,2017,19,Ontario,60000,19.4,Health benefits,Very manageable,No,Manageable,Comfortable
2017-0419,2017,41,Ontario,58700,5,Work-life balance,Manageable,Yes,Somewhat manageable,Stressed
2017-0420,2017,55,Ontario,122100,6.7,Work-life balance,Very manageable,No,Very manageable,Comfortable
2017-0421,2017,27,Ontario,30000,19.8,Work-life balance,Neither,No,Very manageable,Coping
2017-0422,2017,44,British Columbia,91900,10.2,Educational funding,Neither,Yes,Very difficult,Stressed
2017-0423,2017,29,Ontario,60000,7.1,Higher wages,Very difficult,Yes,Somewhat manageable,Stressed
2017-0424,2017,32,Saskatchewan,82100,7.3,Work-life balance,Very manageable,Yes,Neither,Stressed
2017-0425,2017,58,Ontario,115700,18.4,Better retirement funding,Neither,No,Somewhat difficult,Coping
2017-0426,2017,33,Ontario,66800,11.1,Work-life balance,Very manageable,No,Very manageable,Comfortable
2017-0427,2017,46,New Brunswick,47900,5.1,Health benefits,Neither,No,Somewhat difficult,Stressed
2017-0428,2017,18,Ontario,30000,14,Health benefits,Somewhat manageable,Yes,Very manageable,Comfortable
2017-0429,2017,62,Yukon,100500,16.9,Work-life balance,Neither,No,Neither,Stressed
2017-0430,2017,47,Alberta,95300,28.1,Health benefits,Difficult,No,Somewhat manageable,Comfortable
2017-0431,2017,38,British Columbia,63800,6.6,NA,Manageable,No,Somewhat difficult,Comfortable
2017-0432,2017,47,Ontario,114300,11.4,Health benefits,Manageable,No,Very manageable,Comfortable
2017-0433,2017,23,Ontario,51100,13.2,Better retirement funding,Neither,No,Neither,Coping
2017-0434,2017,54,Ontario,77000,18.7,Better retirement funding,Manageable,Yes,Very difficult,Comfortable
2017-0435,2017,36,Alberta,70700,1.4,Educational funding,Somewhat manageable,No,Very difficult,Stressed
2017-0436,2017,38,Manitoba,88800,17.7,Higher wages,Difficult,No,Somewhat manageable,Stressed
2017-0437,2017,34,Ontario,85700,9.6,Better retirement funding,Somewhat difficult,Yes,Difficult,Stressed
2017-0438,2017,33,Ontario,130900,16.8,More time off,Manageable,No,Somewhat manageable,Coping
2017-0439,2017,48,Ontario,76900,9.8,Work-life balance,Manageable,No,Somewhat manageable,Coping
2017-0440,2017,43,Ontario,87300,18.3,Health benefits,Difficult,No,Somewhat difficult,Coping
2017-0441,2017,48,Ontario,109800,19.3,Educational funding,Very manageable,No,Manageable,Comfortable
2017-0442,2017,40,Ontario,84300,6.6,Health benefits,Very difficult,No,Difficult,Stressed
2017-0443,2017,46,Ontario,79000,17.7,Work-life balance,Somewhat manageable,No,Very manageable,Coping
2017-0444,2017,35,Ontario,31000,0,More time off,Somewhat difficult,No,Somewhat manageable,Stressed
2017-0445,2017,65,Ontario,107200,16,Better retirement funding,Neither,No,Difficult,Stressed
2017-0446,2017,21,Alberta,30000,15.1,More time off,Somewhat difficult,No,Neither,Coping
2017-0447,2017,55,British Columbia,55700,30,Health benefits,Somewhat manageable,Yes,Somewhat manageable,Comfortable
2017-0448,2017,56,Ontario,85100,7.5,Better retirement funding,Manageable,No,Very manageable,Coping
2017-0449,2017,30,Quebec,38600,3.4,Better retirement funding,Difficult,No,Somewhat difficult,Stressed
2017-0450,2017,65,Ontario,140000,7,NA,Neither,No,Neither,Coping
2017-0451,2017,52,Alberta,121000,9.3,Better retirement funding,Neither,No,Manageable,Stressed
2017-0452,2017,52,Ontario,75900,22.5,Better retirement funding,Very manageable,No,Somewhat difficult,Comfortable
2017-0453,2017,40,British Columbia,77200,11.2,Educational funding,Somewhat difficult,No,Neither,Coping
2017-0454,2017,37,Ontario,30000,2.9,More time off,Difficult,Yes,Difficult,Stressed
2017-0455,2017,37,Ontario,65700,1.7,Higher wages,Manageable,Yes,Neither,Stressed
2017-0456,2017,45,Ontario,104500,7.8,Health benefits,Somewhat difficult,No,Somewhat difficult,Stressed
2017-0457,2017,57,Ontario,135200,18.7,Health benefits,Somewhat difficult,No,Very manageable,Comfortable
2017-0458,2017,42,British Columbia,66600,9.9,Work-life balance,Somewhat difficult,Yes,Neither,Coping
2017-0459,2017,29,Nova Scotia,100100,30,Health benefits,Manageable,No,Somewhat difficult,Comfortable
2017-0460,2017,50,Other,54500,13.5,Work-life balance,Very manageable,Yes,Manageable,Coping
2017-0461,2017,51,Ontario,64100,21.6,Better retirement funding,Neither,No,Manageable,Coping
2017-0462,2017,48,Ontario,118300,5.3,Educational funding,Very difficult,No,Neither,Stressed
2017-0463,2017,49,Manitoba,148600,23.7,NA,Manageable,No,Manageable,Comfortable
2017-0464,2017,37,Alberta,95300,13.7,Work-life balance,Difficult,Yes,Somewhat difficult,Coping
2017-0465,2017,29,Alberta,67300,3.8,Health benefits,Neither,Yes,Somewhat manageable,Coping
2017-0466,2017,30,Alberta,30000,22.6,Work-life balance,Very manageable,Yes,Very difficult,Coping
2017-0467,2017,20,Manitoba,30000,13.2,Higher wages,Somewhat manageable,No,Somewhat difficult,Coping
2017-0468,2017,43,Saskatchewan,93400,27.2,Health benefits,Somewhat difficult,Yes,Very manageable,Comfortable
2017-0469,2017,39,Ontario,72800,4.2,Work-life balance,Somewhat difficult,No,Neither,Stressed
2017-0470,2017,35,British Columbia,44300,13,Work-life balance,Somewhat difficult,No,Somewhat difficult,Coping
2017-0471,2017,18,Alberta,54000,8.8,Health benefits,Somewhat difficult,No,Difficult,Coping
2017-0472,2017,25,British Columbia,66000,21.4,More time off,Somewhat manageable,No,Very manageable,Coping
2017-0473,2017,53,Ontario,132800,9.6,Educational funding,Somewhat difficult,Yes,Difficult,Stressed
2017-0474,2017,32,Manitoba,77100,9.8,Better retirement funding,Neither,Yes,Difficult,Stressed
2017-0475,2017,44,Ontario,127900,14.8,NA,Somewhat manageable,No,Difficult,Stressed
2017-0476,2017,23,Ontario,59700,20.9,More time off,Somewhat difficult,No,Very difficult,Coping
2017-0477,2017,57,Alberta,107000,18.6,Higher wages,Very manageable,No,Somewhat difficult,Coping
2017-0478,2017,38,Ontario,113900,5.5,More time off,Somewhat manageable,No,Very manageable,Coping
2017-0479,2017,43,Saskatchewan,60100,9.8,More time off,Neither,No,Neither,Coping
2017-0480,2017,65,Manitoba,206900,8,Better retirement funding,Manageable,No,Neither,Coping
2017-0481,2017,58,Alberta,123300,18.4,NA,Difficult,No,Somewhat manageable,Coping
2017-0482,2017,36,Quebec,90400,8.9,More time off,Somewhat difficult,Yes,Neither,Stressed
2017-0483,2017,33,Quebec,90300,5.7,Work-life balance,Somewhat manageable,Yes,Somewhat manageable,Coping
2017-0484,2017,36,Ontario,135300,12.9,Higher wages,Neither,Yes,Somewhat manageable,Coping
2017-0485,2017,46,Ontario,117800,0.5,Health benefits,Somewhat manageable,No,Neither,Stressed
2017-0486,2017,39,British Columbia,35300,13.7,Better retirement funding,Somewhat difficult,No,Somewhat manageable,Coping
2017-0487,2017,35,Ontario,119600,4.1,Health benefits,Manageable,No,Manageable,Coping
2017-0488,2017,58,Ontario,101800,10.6,Better retirement funding,Very difficult,Yes,Neither,Stressed
2017-0489,2017,39,Alberta,86700,16.3,Work-life balance,Somewhat difficult,No,Manageable,Coping
2017-0490,2017,65,Ontario,84100,25.4,Work-life balance,Neither,No,Difficult,Coping
2017-0491,2017,41,Saskatchewan,102300,19.1,Health benefits,Manageable,No,Somewhat manageable,Coping
2017-0492,2017,61,Ontario,97000,11.5,Educational funding,Somewhat difficult,No,Somewhat manageable,Coping
2017-0493,2017,44,British Columbia,94000,18.9,Work-life balance,Manageable,No,Somewhat difficult,Coping
2017-0494,2017,52,Alberta,94500,5.6,Better retirement funding,Somewhat difficult,No,Manageable,Coping
2017-0495,2017,31,Saskatchewan,129300,15.3,Work-life balance,Manageable,No,Neither,Comfortable
2017-0496,2017,30,Saskatchewan,129500,16,Health benefits,Neither,No,Somewhat difficult,Coping
2017-0497,2017,46,Ontario,95400,1.1,Better retirement funding,Somewhat difficult,Yes,Manageable,Coping
2017-0498,2017,52,Ontario,104900,13.8,Better retirement funding,Very manageable,No,Somewhat difficult,Coping
2017-0499,2017,40,Nova Scotia,73800,7.9,Work-life balance,Neither,No,Neither,Coping
2017-0500,2017,25,New Brunswick,95700,14.6,Health benefits,Somewhat manageable,No,Neither,Coping
2017-0501,2017,24,Alberta,51100,7.5,Work-life balance,Somewhat manageable,Yes,Manageable,Coping
2017-0502,2017,23,Alberta,46900,25,Educational funding,Manageable,No,Somewhat manageable,Comfortable
2017-0503,2017,19,British Columbia,82900,22.1,Educational funding,Manageable,No,Manageable,Comfortable
2017-0504,2017,41,Ontario,70400,22.4,Work-life balance,Manageable,No,Manageable,Coping
2017-0505,2017,54,Alberta,104900,14,Better retirement funding,Somewhat manageable,No,Somewhat manageable,Coping
2017-0506,2017,40,British Columbia,37600,16.6,Better retirement funding,Manageable,No,Very manageable,Comfortable
2017-0507,2017,18,Ontario,73100,12.5,Higher wages,Somewhat manageable,Yes,Manageable,Coping
2017-0508,2017,38,British Columbia,140200,12.6,Work-life balance,Manageable,No,Somewhat manageable,Comfortable
2017-0509,2017,38,Alberta,103600,16.4,Health benefits,Neither,Yes,Very manageable,Coping
2017-0510,2017,65,Ontario,166400,10.9,Better retirement funding,Somewhat difficult,No,Somewhat difficult,Stressed
2017-0511,2017,23,Manitoba,34100,20.3,NA,Somewhat difficult,No,Very difficult,Stressed
2017-0512,2017,35,Ontario,84600,17.6,Work-life balance,Very manageable,Yes,Neither,Comfortable
2017-0513,2017,60,Quebec,86700,6.7,Work-life balance,Manageable,Yes,Neither,Stressed
2017-0514,2017,45,Alberta,85700,5.1,Work-life balance,Manageable,No,Difficult,Stressed
2017-0515,2017,47,Quebec,118700,15.3,Work-life balance,Manageable,No,Somewhat manageable,Coping
2017-0516,2017,41,Quebec,89600,9.9,Health benefits,Somewhat difficult,No,Somewhat difficult,Stressed
2017-0517,2017,44,Ontario,48600,13.7,Health benefits,Somewhat manageable,Yes,Neither,Coping
2017-0518,2017,49,Ontario,59000,20.5,Work-life balance,Somewhat difficult,No,Very difficult,Coping
2017-0519,2017,30,Ontario,30000,4.9,Work-life balance,Somewhat difficult,No,Somewhat manageable,Stressed
2017-0520,2017,51,Ontario,116200,28.9,NA,Somewhat manageable,No,Somewhat manageable,Comfortable
2017-0521,2017,24,Ontario,122900,25.8,More time off,Very difficult,Yes,Somewhat difficult,Comfortable
2017-0522,2017,44,Alberta,131900,13.9,Health benefits,Very manageable,No,Neither,Coping
2017-0523,2017,42,Saskatchewan,31100,6.4,Higher wages,Somewhat manageable,No,Somewhat difficult,Stressed
2017-0524,2017,33,Ontario,117100,28.6,More time off,Somewhat manageable,No,Somewhat manageable,Coping
2017-0525,2017,40,Ontario,113100,3.9,Higher wages,Difficult,No,Somewhat difficult,Stressed
2017-0526,2017,33,Manitoba,30000,15.8,Work-life balance,Somewhat manageable,No,Very difficult,Coping
2017-0527,2017,27,Alberta,56400,16.7,More time off,Manageable,No,Very manageable,Comfortable
2017-0528,2017,36,Ontario,111900,30,Better retirement funding,Very manageable,No,Somewhat manageable,Comfortable
2017-0529,2017,27,Ontario,82000,28.2,More time off,Very manageable,No,Difficult,Comfortable
2017-0530,2017,44,New Brunswick,51700,9.9,More time off,Neither,No,Manageable,Coping
2017-0531,2017,26,British Columbia,82300,17.1,Work-life balance,Somewhat difficult,No,Somewhat manageable,Coping
2017-0532,2017,49,British Columbia,34400,15.5,Higher wages,Neither,No,Somewhat manageable,Coping
2017-0533,2017,26,Ontario,57300,10.9,More time off,Difficult,No,Neither,Coping
2017-0534,2017,33,Manitoba,108600,18.5,Higher wages,Neither,No,Neither,Coping
2017-0535,2017,33,Saskatchewan,75100,9.9,More time off,Very difficult,No,Somewhat difficult,Stressed
2017-0536,2017,56,Alberta,94000,9.1,Better retirement funding,Difficult,No,Very difficult,Stressed
2017-0537,2017,44,British Columbia,117700,13.7,Work-life balance,Neither,No,Somewhat difficult,Coping
2017-0538,2017,37,British Columbia,109700,10.2,Work-life balance,Difficult,No,Very manageable,Stressed
2017-0539,2017,46,Ontario,133300,9.1,More time off,Neither,No,Neither,Stressed
2017-0540,2017,18,Ontario,78200,22.4,More time off,Neither,No,Somewhat manageable,Comfortable
2017-0541,2017,39,Ontario,115900,17.5,Better retirement funding,Very manageable,No,Neither,Comfortable
2017-0542,2017,64,Saskatchewan,143000,24.2,Higher wages,Somewhat difficult,Yes,Somewhat manageable,Coping
2017-0543,2017,42,British Columbia,96000,14.6,Higher wages,Neither,No,Neither,Comfortable
2017-0544,2017,41,Ontario,89200,25,Work-life balance,Difficult,No,Somewhat difficult,Comfortable
2017-0545,2017,47,Alberta,88400,6.4,Better retirement funding,Neither,No,Difficult,Stressed
2017-0546,2017,51,British Columbia,65100,24.6,More time off,Neither,No,Somewhat manageable,Coping
2017-0547,2017,18,Nova Scotia,30000,8.6,Health benefits,Somewhat manageable,No,Somewhat manageable,Coping
2017-0548,2017,20,Alberta,46500,4.3,Work-life balance,Difficult,No,Very difficult,Stressed
2017-0549,2017,43,Ontario,96700,15.2,More time off,Very manageable,No,Somewhat difficult,Comfortable
2017-0550,2017,31,Ontario,114700,15.9,Educational funding,Somewhat difficult,No,Somewhat manageable,Coping
2017-0551,2017,56,Ontario,107700,5.8,Health benefits,Neither,No,Somewhat manageable,Coping
2017-0552,2017,36,Ontario,109100,5.6,Work-life balance,Somewhat manageable,No,Neither,Stressed
2017-0553,2017,18,Ontario,84400,0,More time off,Difficult,No,Difficult,Stressed
2017-0554,2017,25,Manitoba,55600,23.7,Better retirement funding,Somewhat manageable,No,Manageable,Comfortable
2017-0555,2017,18,Alberta,69800,5.5,Higher wages,Neither,No,Manageable,Stressed
2017-0556,2017,37,Alberta,73200,0.6,Health benefits,Difficult,No,Neither,Stressed
2017-0557,2017,38,Ontario,121700,13.4,More time off,Very difficult,Yes,Difficult,Stressed
2017-0558,2017,35,Yukon,96600,6.2,More time off,Neither,Yes,Somewhat manageable,Coping
2017-0559,2017,53,Alberta,68800,18.8,Better retirement funding,Very difficult,No,Neither,Coping
